Anläggningsår,Area,CHANGE_DATE,CID,CREATE_DATE,FEATURE_TYPE_OBJECT_ID,FEATURE_TYPE_VERSION_ID,Huvudman,ID,MAIN_ATTRIBUTE_DESCRIPTION,MAIN_ATTRIBUTE_VALUE,OBJECT_ID,VALID_FROM,VALID_TO,VERSION_ID,fid,FEATURE_TYPE_NAME,lon,lat,CHANGE_DATE_fmt,CREATE_DATE_fmt
,3512.7,202302220505.0,2032276203946589.0,202302220505.0,17314453,1,SdF,,SdF,SdF,20322762,202302220505.0,,1,32,Hundrastgård,17.922975829126585,59.38875203104735,,
,3037.093,202304210505.0,2041625904033007.0,202304210505.0,17314453,1,SdF,Tystbergavägen,SdF,SdF,20416259,202304210505.0,,1,33,Hundrastgård,18.040020143549444,59.27820317516123,,
,279.244,202005130506.0,1738445102243915.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384451,202005130506.0,,1,34,Hundrastgård,18.07363439693785,59.31568885833101,,
,195.887,202005130505.0,1738442502243889.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384425,202005130505.0,,1,35,Hundrastgård,18.0413912840406,59.314072469792485,,
,248.198,202005130506.0,1738444502243909.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384445,202005130506.0,,1,36,Hundrastgård,18.07795186586456,59.309798928688245,,
,969.25,202304210505.0,1738445604032998.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384456,202005130506.0,,1,37,Hundrastgård,18.050684729275964,59.3193896241856,,
,2785.715,202005130506.0,1738446302243927.0,202005130506.0,17314453,1,SdF,Kampementet,SdF,SdF,17384463,202005130506.0,,1,38,Hundrastgård,18.103252046673056,59.34448584760911,,
2024.0,155.218,202406180505.0,2188906804897433.0,202406180505.0,17314453,1,SdF,Älvsborgsgatan,SdF,SdF,21889068,202406180505.0,,1,39,Hundrastgård,18.07291123415164,59.30929604883082,,
,1443.853,202005130505.0,1738443302243897.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384433,202005130505.0,,1,40,Hundrastgård,17.985039262803664,59.289425986182735,,
,988.36,202005130505.0,1738441402243878.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384414,202005130505.0,,1,41,Hundrastgård,18.036312713337328,59.33193728700664,,
2018.0,845.467,202203180505.0,1738441703296700.0,202005130505.0,17314453,1,SdF,"HRG 6 Ulvsunda Industri, Bryggeriv.10",SdF,SdF,17384417,202005130505.0,,1,42,Hundrastgård,17.96960274395157,59.350146819449854,,
,1861.381,202005130506.0,1738444602243910.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384446,202005130506.0,,1,43,Hundrastgård,18.055651045391013,59.34820194560959,,
2024.0,1958.219,202412210505.0,2259964505180073.0,202412210505.0,17314453,1,SdF,,SdF,SdF,22599645,202412210505.0,,1,44,Hundrastgård,18.0682985197111,59.2582556136543,,
2021.0,277.612,202308230505.0,2073072804288396.0,202308230505.0,17314453,1,SdF,,SdF,SdF,20730728,202308230505.0,,1,45,Hundrastgård,18.057057704591067,59.31620213077383,,
,901.714,202402160505.0,1738442004657682.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384420,202005130505.0,,1,46,Hundrastgård,17.997606867410433,59.271047574267655,,
,924.901,202005130505.0,1738443502243899.0,202005130505.0,17314453,1,SdF,Hundrastgård Harpsundsvägen,SdF,SdF,17384435,202005130505.0,,1,47,Hundrastgård,18.049172046360002,59.25967565090253,,
2021.0,99.407,202508150505.0,2323368705484586.0,202508150505.0,17314453,1,SdF,,SdF,SdF,23233687,202508150505.0,,1,48,Hundrastgård,18.087935113696215,59.3316498139996,,
,1110.443,202508200505.0,2324099005491068.0,202508200505.0,17314453,1,SdF,,SdF,SdF,23240990,202508200505.0,,1,49,Hundrastgård,18.108141597551334,59.28925980388107,,
,3571.024,202503280505.0,1738446105307367.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384461,202005130506.0,,1,50,Hundrastgård,18.091797611916256,59.3116209175476,,
,413.115,202005130506.0,1738443802243902.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384438,202005130506.0,,1,51,Hundrastgård,18.025012994994935,59.33513047912937,,
,514.365,202011180505.0,1738441802595169.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384418,202005130505.0,,1,52,Hundrastgård,18.069976889745398,59.31564901080951,,
,653.448,202005130506.0,1738445202243916.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384452,202005130506.0,,1,53,Hundrastgård,18.04020345810944,59.33925385503631,,
,3036.74,202005130507.0,1738447302243937.0,202005130507.0,17314453,1,SdF,,SdF,SdF,17384473,202005130507.0,,1,54,Hundrastgård,18.04394589367255,59.31301154307239,,
2018.0,811.148,202005130505.0,1738442202243886.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384422,202005130505.0,,1,55,Hundrastgård,18.11522226108261,59.23484646949228,,
,2554.596,202010280505.0,1738442602568605.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384426,202005130505.0,,1,56,Hundrastgård,17.882780295959126,59.39688497925974,,
2018.0,751.168,202005130505.0,1738442702243891.0,202005130505.0,17314453,1,SdF,Hundrastgård,SdF,SdF,17384427,202005130505.0,,1,57,Hundrastgård,17.978372153589152,59.28670699156123,,
2013.0,1620.327,202005130506.0,1738444402243908.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384444,202005130506.0,,1,58,Hundrastgård,18.002517815603643,59.28567106345704,,
2012.0,683.008,202005130506.0,1738445802243922.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384458,202005130506.0,,1,59,Hundrastgård,18.096822382838315,59.24944272426451,,
2018.0,525.097,202005130507.0,1738446902243933.0,202005130507.0,17314453,1,SdF,,SdF,SdF,17384469,202005130507.0,,1,60,Hundrastgård,17.966580548678376,59.29165798369775,,
,750.361,202005130507.0,1738447102243935.0,202005130507.0,17314453,1,SdF,,SdF,SdF,17384471,202005130507.0,,1,61,Hundrastgård,18.109835860721564,59.30166259165165,,
2022.0,365.803,202206110505.0,1974953503391359.0,202206110505.0,17314453,1,SdF,,SdF,SdF,19749535,202206110505.0,,1,62,Hundrastgård,18.13491878314191,59.278987391772496,,
2020.0,910.072,202207060505.0,1791001403425680.0,202011180505.0,17314453,1,SdF,"HRG 1 Beckomberga, Beckomberga skogsv. 6",SdF,SdF,17910014,202011180505.0,,1,63,Hundrastgård,17.894603128495877,59.356198382205996,,
2020.0,365.663,202101290505.0,1817177602691587.0,202101290505.0,17314453,1,SdF,,SdF,SdF,18171776,202101290505.0,,1,64,Hundrastgård,18.00739880147143,59.33336557199041,,
,753.782,202103300505.0,1829268002784471.0,202103300505.0,17314453,1,SdF,,SdF,SdF,18292680,202103300505.0,,1,65,Hundrastgård,18.006697441333184,59.29384469198306,,
,414.024,202104070505.0,1830707702794948.0,202104070505.0,17314453,1,SdF,,SdF,SdF,18307077,202104070505.0,,1,66,Hundrastgård,18.03539745647365,59.304215627165995,,
,1619.452,202201220505.0,1937486503223660.0,202201220505.0,17314453,1,SdF,,SdF,SdF,19374865,202201220505.0,,1,67,Hundrastgård,18.085523356739913,59.2990447182068,,
2022.0,580.972,202212060505.0,2015924103815548.0,202212060505.0,17314453,1,SdF,,SdF,SdF,20159241,202212060505.0,,1,68,Hundrastgård,17.98821889767776,59.29664057611158,,
,831.562,202109140505.0,1897999803047885.0,202109140505.0,17314453,1,SdF,,SdF,SdF,18979998,202109140505.0,,1,69,Hundrastgård,18.028213316712954,59.303499889349986,,
2021.0,1641.87,202201040505.0,1929218003200963.0,202201040505.0,17314453,1,SdF,Glömmingeskogens hundrastgård,SdF,SdF,19292180,202201040505.0,,1,70,Hundrastgård,17.915427354490873,59.39419948992836,,
,523.601,202103300505.0,1738445002784488.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384450,202005130506.0,,1,71,Hundrastgård,17.94160000425095,59.40843334343485,,
,676.993,202005130506.0,1738444702243911.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384447,202005130506.0,,1,72,Hundrastgård,18.0412334676377,59.3185243894661,,
,934.192,202111030505.0,1912184403129587.0,202111030505.0,17314453,1,SdF,-1,SdF,SdF,19121844,202111030505.0,,1,73,Hundrastgård,18.049094938914394,59.29524900545115,,
2018.0,598.1,202005130505.0,1738442402243888.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384424,202005130505.0,,1,74,Hundrastgård,18.00731818180498,59.29915547771679,,
,2547.619,202005130506.0,1738445902243923.0,202005130506.0,17314453,1,SdF,,SdF,SdF,17384459,202005130506.0,,1,75,Hundrastgård,17.90905733010477,59.4105058089221,,
,1254.144,202011070505.0,1738441602581107.0,202005130505.0,17314453,1,SdF,,SdF,SdF,17384416,202005130505.0,,1,76,Hundrastgård,17.91209643563851,59.38057786479578,,
,623.623,202005130506.0,1738445402243918.0,202005130506.0,17314453,1,SdF,Gillerbacken hundrastgård,SdF,SdF,17384454,202005130506.0,,1,77,Hundrastgård,18.026673720263766,59.2542416340097,,
,718.814,202101270505.0,1816781102688416.0,202101270505.0,17314453,1,SdF,,SdF,SdF,18167811,202101270505.0,,1,78,Hundrastgård,18.043941607440544,59.33443420145173,,
,972.273,202005130505.0,1738442302243887.0,202005130505.0,17314453,1,SdF,Humlegården,SdF,SdF,17384423,202005130505.0,,1,79,Hundrastgård,18.0704999265898,59.33905934321022,,
,223.716,202005130506.0,1738446202243926.0,202005130506.0,17314453,1,SdF,Tessinparken,SdF,SdF,17384462,202005130506.0,,1,80,Hundrastgård,18.093921782114105,59.344912098636414,,
,312.284,202008120505.0,1761553402375949.0,202008120505.0,17314453,1,SdF,,SdF,SdF,17615534,202008120505.0,,1,81,Hundrastgård,18.08257054496266,59.26958569713413,,
2021.0,684.464,202203190505.0,1950384603298140.0,202203190505.0,17314453,1,SdF,"HRG 7 Ålsten, Kiselgränd 20",SdF,SdF,19503846,202203190505.0,,1,82,Hundrastgård,17.952018214246277,59.328817981856204,,
,643.756,202305050505.0,2043909904064542.0,202305050505.0,17314453,1,SdF,,SdF,SdF,20439099,202305050505.0,,1,83,Hundrastgård,18.001516932971093,59.32449738611376,,
,2417.832,202309210505.0,2084622604349461.0,202309210505.0,17314453,1,SdF,,SdF,SdF,20846226,202309210505.0,,1,84,Hundrastgård,17.93699396747894,59.4023493365199,,
2021.0,1408.689,202401100505.0,2127269004576459.0,202401100505.0,17314453,1,SdF,,SdF,SdF,21272690,202401100505.0,,1,85,Hundrastgård,18.108546852136953,59.26051761651677,,
,201.88,202508150505.0,2128833505484529.0,202401180505.0,17314453,1,SdF,,SdF,SdF,21288335,202401180505.0,,1,86,Hundrastgård,18.04188930889883,59.3488288926374,,
2019.0,462.869,202410080505.0,1738447005051797.0,202005130507.0,17314453,1,SdF,"HRG 5 Traneberg, Tranebergsv 8",SdF,SdF,17384470,202005130507.0,,1,87,Hundrastgård,17.99185065423731,59.33446643679939,,
2024.0,435.672,202412050505.0,2255247705153958.0,202412050505.0,17314453,1,SdF,,SdF,SdF,22552477,202412050505.0,,1,88,Hundrastgård,18.06197496981111,59.30981413041748,,
